concept_id,canonical_label,aliases,parent,category,tags,visual_description
d0caf05e-9854-58d2-ac2f-45a6b6071c4b,bicycle,bike|push bike,outdoor,outdoor,vehicle,two-wheeled pedal-driven bicycle
e4da48fb-d59b-57db-9966-d18833628a36,motorcycle,motorbike,outdoor,outdoor,vehicle,two-wheeled gasoline motor motorcycle
25571d9d-c4b3-51ea-99dd-73c9a6fa3c5b,car,automobile|sedan,outdoor,outdoor,vehicle,four-door passenger sedan car
44f7522f-1e40-5df5-afa2-93c8dea4cabf,bus,city bus|double-decker bus,outdoor,outdoor,vehicle,large multi-passenger city bus
ec4f994b-6e1d-5ba9-b38f-dcfc20440035,truck,delivery truck|lorry,outdoor,outdoor,vehicle,large cargo delivery truck
72ca19ff-6897-5a8e-80c4-ed5d3b753115,van,minivan|cargo van,outdoor,outdoor,vehicle,boxy passenger or cargo van
eb50aabb-1f90-5b68-ab8a-f17e62498aa8,scooter,motor scooter|moped,outdoor,outdoor,vehicle,small two-wheel electric or gas scooter
6643b900-024b-5cc7-97b5-3cdd12cd608f,taxi,cab|yellow cab,outdoor,outdoor,vehicle,yellow or marked taxi cab
4431ae33-183a-543f-8dae-2e8ce9a7492c,school bus,yellow school bus,outdoor,outdoor,vehicle,bright yellow school children bus
583d8338-0b48-5b0e-a945-b9eda4f64afe,skateboard,,outdoor,outdoor,vehicle|sports,narrow wooden deck four-wheel skateboard
0bb0108d-8864-5b39-90ad-e47902683eaf,traffic light,stoplight|traffic signal,outdoor,outdoor,street,three-light vertical traffic signal
6d2d31af-efb6-516e-af59-9372f16cf412,stop sign,,outdoor,outdoor,street,red octagonal STOP road sign
328ca227-a546-5119-8af8-5e633946d7ae,street sign,road sign|direction sign,outdoor,outdoor,street,metal pole-mounted street name sign
d6d9ba5f-5c4a-539f-90b6-f4661bee6048,mailbox,post box|letter box,outdoor,outdoor,street,red or metal curbside mailbox
0a7df917-507d-581d-800a-1eec9a22e522,fire hydrant,fire plug|hydrant,outdoor,outdoor,street,red or yellow cast iron fire hydrant
08aaa5b7-4ce4-57c1-bb6d-95b1c7b531e9,parking meter,coin meter,outdoor,outdoor,street,pole-mounted coin parking meter
